iter	Logloss
443	0.0005540828995
444	0.0005540828995
445	0.0005540749923
446	0.0005540565723
447	0.0005540565723
448	0.0005540549539
449	0.000554049035
450	0.0005540515783
451	0.0005540549539
452	0.0005540440872
453	0.0005540440872
454	0.0005540440872
455	0.0005540460294
456	0.0005540460294
457	0.0005540460294
458	0.0005540434399
459	0.0005540434399
460	0.0005540434399
461	0.0005540556013
462	0.000554022354
463	0.0005540228626
464	0.0005540277179
465	0.0005540077418
466	0.0005540040425
467	0.0005539832341
468	0.0005539863785
469	0.0005539863785
470	0.00055399128
471	0.0005539808295
472	0.000553987257
473	0.0005539757893
474	0.0005539718126
475	0.0005539762979
476	0.0005539762979
477	0.0005539644602
478	0.0005539780088
479	0.0005539585414
480	0.0005539528075
481	0.0005539528075
482	0.0005539582639
483	0.0005539545647
484	0.0005539442067
485	0.0005539442067
486	0.0005539381953
487	0.0005539381953
488	0.000553917017
489	0.0005539124391
490	0.0005539075376
491	0.000553904162
492	0.000553904162
493	0.0005539072139
494	0.0005538944513
495	0.0005538920931
496	0.0005538930641
497	0.0005538930641
498	0.0005538795617
499	0.0005538650421
500	0.0005538650421
501	0.0005538650421
502	0.0005538659206
503	0.0005538667067
504	0.0005538638398
505	0.0005538468231
506	0.0005538468231
507	0.0005538495051
508	0.0005538495051
509	0.0005538495051
510	0.0005538372512
511	0.0005538372512
512	0.0005538341531
513	0.0005538341531
514	0.0005538204657
515	0.0005538204657
516	0.0005538223616
517	0.0005538102002
518	0.0005538202808
519	0.0005538202808
520	0.0005537982701
521	0.0005537982701
522	0.0005538012295
523	0.0005537979464
524	0.0005537979464
525	0.0005537979464
526	0.0005537979464
527	0.0005537979464
528	0.0005537880046
529	0.0005537773229
530	0.0005537702018
531	0.0005537697554
532	0.0005537609233
533	0.0005537565767
534	0.0005537565767
535	0.0005537453864
536	0.0005537527387
537	0.0005537527387
538	0.0005537277223
539	0.0005537164857
540	0.0005537076537
541	0.0005537026597
542	0.0005537026597
543	0.0005536828685
544	0.0005536828685
545	0.0005536776895
546	0.0005536721869
547	0.0005536567886
548	0.0005536589157
549	0.0005536448584
550	0.0005536448584
551	0.0005536448584
552	0.0005536377373
553	0.0005536377373
554	0.0005536277493
555	0.0005536369975
556	0.0005536369975
557	0.0005536274718
558	0.0005536080506
559	0.0005536024092
560	0.0005536024092
561	0.0005536024092
562	0.0005536024092
563	0.0005536024092
564	0.0005536024092
565	0.0005535917738
566	0.0005535915425
567	0.000553586641
568	0.000553586641
569	0.000553586641
570	0.000553563428
571	0.0005535688845
572	0.0005535635205
573	0.0005535635205
574	0.0005535635205
575	0.0005535635205
576	0.0005535635205
577	0.0005535635205
578	0.0005535509227
579	0.0005535509227
580	0.0005535509227
581	0.0005535501829
582	0.0005535440328
583	0.00055353312
584	0.0005535398249
585	0.0005535171206
586	0.0005535172593
587	0.0005535211898
588	0.0005534997802
589	0.0005535050517
590	0.0005534854455
591	0.0005534854455
592	0.0005534882199
593	0.0005534807751
594	0.0005534807751
595	0.0005534807751
596	0.0005534612152
597	0.0005534612152
598	0.0005534489151
599	0.0005534489151
600	0.0005534540941
601	0.0005534272743
602	0.0005534253322
603	0.0005534240837
604	0.0005534240837
605	0.0005534240837
606	0.0005534240837
607	0.0005534174712
608	0.0005534089468
609	0.0005534097792
610	0.000553394011
611	0.0005533828207
612	0.0005533828207
613	0.0005533828207
614	0.0005533631843
615	0.0005533631843
616	0.0005533662362
617	0.0005533666986
618	0.0005533457976
619	0.0005533457976
620	0.000553323602
621	0.0005533150474
622	0.0005532921581
623	0.000553267003
624	0.0005532511423
625	0.0005532345418
626	0.0005532345418
627	0.0005532345418
628	0.0005532345418
629	0.0005532345418
630	0.0005532345418
631	0.0005532172476
632	0.0005532156754
633	0.0005532092017
634	0.0005532092017
635	0.0005532092017
636	0.0005532092017
637	0.0005532092017
638	0.0005532020344
639	0.0005532020344
640	0.000553186974
641	0.0005531829972
642	0.0005531694949
643	0.0005531740265
644	0.0005531657031
645	0.0005531475766
646	0.0005531475766
647	0.0005531475766
648	0.0005531555301
649	0.0005531515996
650	0.0005531307449
651	0.0005531284329
652	0.0005531284329
653	0.000553113682
654	0.0005531051274
655	0.0005531051274
656	0.0005531084567
657	0.0005530948619
658	0.0005530928735
659	0.0005530928735
660	0.0005530710015
661	0.000553063603
662	0.000553063603
663	0.0005530671173
664	0.0005530671173
665	0.0005530540009
666	0.0005530540009
667	0.0005530387413
668	0.0005530270424
669	0.0005530270424
670	0.0005530259024
671	0.0005530135098
672	0.0005530115677
673	0.0005530115677
674	0.000553008377
675	0.0005529852103
676	0.0005529881697
677	0.0005529760083
678	0.0005529760083
679	0.0005529615811
680	0.0005529650492
681	0.0005529650492
682	0.0005529567721
683	0.000552937952
684	0.0005529253744
685	0.0005529253744
686	0.0005529202879
687	0.0005529269466
688	0.0005529106698
689	0.0005529037336
690	0.0005529037336
691	0.0005528997569
692	0.0005528869019
693	0.0005528882891
694	0.000552870995
695	0.0005528639041
696	0.0005528606672
697	0.0005528528525
698	0.0005528345873
699	0.000552823397
700	0.0005528173394
701	0.0005528186342
702	0.0005527961148
703	0.0005527948663
704	0.0005527766473
705	0.0005527667517
706	0.0005527584284
707	0.0005527594919
708	0.0005527533419
709	0.0005527460358
710	0.0005527330883
711	0.0005527272619
712	0.0005527216205
713	0.0005527051587
714	0.0005527026617
715	0.0005526795092
716	0.000552668735
717	0.000552670261
718	0.0005526447359
719	0.0005526616601
720	0.000552644551
721	0.0005526462156
722	0.0005526189334
723	0.0005526052461
724	0.0005526046912
725	0.0005525985412
726	0.0005525935934
727	0.0005525908491
728	0.0005525704568
729	0.0005525650466
730	0.0005525508969
731	0.0005525507582
732	0.0005525556135
733	0.0005525416949
734	0.0005525170022
735	0.0005525117308
736	0.0005525088638
737	0.000552487408
738	0.0005524889802
739	0.0005524790384
740	0.0005524661834
741	0.0005524683567
742	0.0005524697439
743	0.0005524646574
744	0.0005524285894
745	0.0005524352944
746	0.0005524260462
747	0.000552410463
748	0.0005524022321
749	0.0005523903944
750	0.0005523855853
751	0.000552400105
752	0.0005523657017
753	0.0005523644994
754	0.0005523560835
755	0.0005523541414
756	0.0005523484075
757	0.0005523489624
758	0.0005523467429
759	0.0005523232524
760	0.0005523276916
761	0.0005523407315
762	0.0005523257032
763	0.0005523118309
764	0.0005523074842
765	0.0005523048485
766	0.0005523039699
767	0.0005522979124
768	0.0005522899589
769	0.0005522956465
770	0.0005522850111
771	0.0005522865531
772	0.000552279062
773	0.0005522704612
774	0.0005522599183
775	0.0005522775823
776	0.0005522595946
777	0.0005522567276
778	0.0005522634326
779	0.0005522502539
780	0.0005522349481
781	0.0005522473407
782	0.0005522415606
783	0.000552226856
784	0.0005522265323
785	0.0005522141397
786	0.0005522104866
787	0.0005522156194
788	0.0005522153882
789	0.0005522026719
790	0.000552208637
791	0.000552195782
792	0.0005521914816
793	0.0005521877823
794	0.0005521950421
795	0.0005521813548
796	0.0005521818635
797	0.000552184083
798	0.0005521670663
799	0.0005521672051
800	0.0005521645693
801	0.0005521478301
802	0.000552140709
803	0.0005521422812
804	0.000552152038
805	0.000552149541
806	0.000552131507
807	0.0005521338653
808	0.0005521304435
809	0.000552132663
810	0.0005521182358
811	0.0005521157388
812	0.0005521141666
813	0.0005521084327
814	0.0005520945604
815	0.0005521031613
816	0.0005520876243
817	0.0005521084327
818	0.0005520804107
819	0.0005520715324
820	0.0005520776362
821	0.0005520751855
822	0.0005520684805
823	0.0005520643188
824	0.0005520556255
825	0.0005520571052
826	0.0005520504465
827	0.0005520448051
828	0.0005520485044
829	0.0005520321351
830	0.0005520318576
831	0.0005520267711
832	0.0005520293606
833	0.0005520183553
834	0.0005520138699
835	0.0005520114191
836	0.0005520102168
837	0.0005520018472
838	0.0005519919516
839	0.0005520043905
840	0.0005519946799
841	0.0005519843059
842	0.0005519748264
843	0.0005519769073
844	0.0005519700636
845	0.0005519652546
846	0.0005519644685
847	0.0005519638673
848	0.0005519595207
849	0.0005519552665
850	0.0005519527232
851	0.0005519369551
852	0.0005519415329
853	0.0005519306663
854	0.0005519349205
855	0.0005519306663
856	0.0005519323772
857	0.0005519291866
858	0.0005519093954
859	0.000551903754
860	0.000551911615
861	0.0005519143895
862	0.0005519013957
863	0.000551897234
864	0.0005518886795
865	0.0005518983901
866	0.0005518806798
867	0.0005518743447
868	0.0005518800786
869	0.0005518656977
870	0.0005518681022
871	0.0005518565882
872	0.0005518634319
873	0.0005518466001
874	0.0005518610273
875	0.0005518425772
876	0.0005518332827
877	0.0005518399414
878	0.0005518393865
879	0.0005518254218
880	0.0005518256067
881	0.0005518171909
882	0.0005518066479
883	0.0005518101462
884	0.0005518084353
885	0.0005518122733
886	0.0005518005281
887	0.0005518019615
888	0.0005517914186
889	0.0005517923434
890	0.0005517777313
891	0.0005517795347
892	0.0005517701015
893	0.0005517683443
894	0.0005517658936
895	0.0005517550732
896	0.0005517728759
897	0.0005517545645
898	0.0005517554893
899	0.0005517453163
900	0.0005517359756
901	0.0005517424956
902	0.0005517372704
903	0.0005517273748
904	0.000551731259
905	0.0005517291782
906	0.0005517270974
907	0.0005517322763
908	0.0005517137337
909	0.0005516988903
910	0.0005517032832
911	0.0005516990753
912	0.0005516936349
913	0.0005516841092
914	0.0005516924326
915	0.0005516766644
916	0.0005516625609
917	0.0005516730576
918	0.0005516667689
919	0.0005516717167
920	0.0005516593241
921	0.0005516541451
922	0.0005516425848
923	0.0005516399028
924	0.0005516506308
925	0.0005516319494
926	0.0005516355562
927	0.0005516170135
928	0.0005516177072
929	0.0005516295911
930	0.0005516098924
931	0.0005516110947
932	0.0005516116496
933	0.0005516161812
934	0.0005515894077
935	0.0005515966213
936	0.0005515873268
937	0.000551574703
938	0.0005515761827
939	0.0005515625879
940	0.0005515880667
941	0.0005515814542
942	0.0005515669345
943	0.0005515735932
944	0.0005515468197
945	0.0005515468659
946	0.0005515459411
947	0.0005515314677
948	0.0005515395599
949	0.0005515439528
950	0.0005515411321
951	0.0005515230981
952	0.0005515343346
953	0.0005515138499
954	0.0005515159769
955	0.0005515023821
956	0.0005514999313
957	0.0005514963708
958	0.0005514877699
959	0.0005515015035
960	0.0005514910068
961	0.0005514994227
962	0.0005514891109
963	0.0005514661291
964	0.0005514809263
965	0.0005514762097
966	0.0005514620439
967	0.0005514560326
968	0.0005514329121
969	0.0005514315248
970	0.0005514040114
971	0.000551392019
972	0.0005513710256
973	0.0005513598353
974	0.0005513348651
975	0.0005513233049
976	0.0005513088777
977	0.0005512950979
978	0.0005512701277
979	0.0005512652724
980	0.0005512406259
981	0.0005512323446
982	0.000551206126
983	0.0005511812946
984	0.0005511694569
985	0.0005511589139
986	0.0005511398164
987	0.0005511406025
988	0.0005511241869
989	0.000551118638
990	0.0005511092511
991	0.000551114985
992	0.0005511077251
993	0.0005511043495
994	0.0005511112857
995	0.0005511101297
996	0.0005510843272
997	0.0005510961186
998	0.0005510872404
999	0.0005510815065
